Body_value,CA-value,Cheeks-value,Eye_Ap-value,Eyebrows-value,Eyegaze-value,Head-value
LEAN,null,null,SQ,eyebrow movement,side,null
null,null,null,SQ,eyebrow movement,side,null
null,null,null,//,eyebrow movement,side > +camera,null
null,null,null,SQ > //,eyebrow movement,+camera,null
LEAN,null,null,SQ,eyebrow movement,+camera,null
LEAN,CA,null,SQ > // > SQ > //,eyebrow movement,side & UpDn > +camera,TURN
null,CA,null,SQ > //,eyebrow movement,side & UpDn,Headnod
null,CA,null,// > SQ > //,eyebrow movement,side & UpDn > side,null
LEAN,null,null,WD,eyebrow movement,UpDn,PUSH
LEAN,null,null,//,eyebrow movement,UpDn,PUSH
LEAN,null,null,null,null,UpDn,PUSH
LEAN,CA,null,//,null,UpDn > +camera > side,PUSH > Headnod
null,null,null,//,eyebrow movement,side > +camera,null
LEAN,CA,null,//,eyebrow movement,side,TURN
LEAN,CA,null,SQ,eyebrow movement,side,TURN
LEAN,CA,null,SQ > //,eyebrow movement,side,TURN
LEAN,CA,null,null,null,side,TURN
LEAN,null,null,SQ,eyebrow movement,+camera,null
LEAN,CA,null,SQ,eyebrow movement,side,TURN
LEAN,CA,null,SQ,eyebrow movement,side,TURN
LEANTWIST,CA,null,SQ > // > SQ,eyebrow movement,side,TURN > TILT
TWIST,CA,null,SQ,null,side,TILT
TWIST,CA,null,WD > // > WD > //,null,side,TILT
null,null,null,null,null,side,null
null,null,null,null,null,side,null
null,null,null,//,null,side > +camera,Headshake
null,null,null,//,null,+camera,Headshake
null,null,null,//,null,+camera,null
null,null,null,null,null,+camera,null
null,null,null,//,null,+camera,null
null,null,null,//,eyebrow movement,+camera,null
null,null,null,SQ,eyebrow movement,+camera,null
null,null,null,SQ,eyebrow movement,+camera > UpDn,null
null,null,null,SQ,eyebrow movement,+camera,null
TWIST,null,null,SQ > // > SQ > //,eyebrow movement,+camera > UpDn > +camera,null
TWIST,null,null,null,null,+camera,null
null,null,null,null,null,+camera,null
null,null,null,null,null,+camera,null
null,null,null,null,null,+camera,null
null,null,null,null,null,+camera,Headshake
null,null,null,//,null,+camera > side,Headshake > TURN
null,null,null,null,null,side,TURN
LEAN,CA,null,//,null,side > +camera,TURN
TWIST,CA,null,WD > //,null,+camera > side,PUSH > TURN > Headshake
LEAN,CD,null,null,null,+interlocutor2,PUSH
LEAN,CA,null,//,null,+interlocutor2,PUSH
LEAN,null,null,//,null,+interlocutor1,PUSH
SHOULDERS,CA,null,//,null,+interlocutor1,TILT
TWIST,CA,null,null,null,+interlocutor1,Headshake
TWIST,CA,null,null,null,+interlocutor1,Headshake
TWIST,CA,null,null,null,+interlocutor1,Headshake & PUSH
TWIST,CA,null,null,null,+interlocutor1,PUSH
TWIST,CA,null,//,null,+interlocutor1,PUSH
TWIST,CA,null,WD,null,+interlocutor2,TURN
TWIST,CA,null,WD,null,+interlocutor2,TURN
TWIST,CA,null,WD,null,+interlocutor2,Headshake
TWIST,CA,null,//,null,+interlocutor2 > +camera > +interlocutor2,Headnod > Headnod
TWIST,CA,null,null,null,+interlocutor2,Headnod
TWIST,null,null,null,null,+interlocutor2 > side,Headnod
TWIST,null,null,// > SQ,null,side & UpDn,TURN
TWIST,CA,null,SQ,eyebrow movement,side & UpDn,TURN
TWIST,CA,null,SQ,eyebrow movement,side & UpDn > side,TURN
TWIST,null,null,SQ,eyebrow movement,side,TURN
TWIST,null,null,SQ,eyebrow movement,side,TURN
LEANTWIST,null,null,SQ > //,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,null
LEAN,null,null,// > SQ,eyebrow movement,side,TURN > TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn > side,TILT
TWIST,null,null,SQ,eyebrow movement,side & UpDn > side,TURN
TWIST,null,null,SQ > // > SQ,eyebrow movement,side > +camera,TURN > Headnod
TWIST,CA,null,SQ > // > SQ,eyebrow movement,+camera > side & UpDn,Headnod > Headnod > Headnod > Headnod
TWIST,CA,cheek movement,SQ > //,eyebrow movement,side & UpDn,Headnod
SHOULDERTWIST,CA,null,SQ,eyebrow movement,+camera,Headnod
SHOULDERS,null,null,SQ,eyebrow movement,+camera > UpDn,null
SHOULDERS,null,null,SQ,eyebrow movement,+camera,null
SHOULDERS,CA,null,SQ,eyebrow movement,+camera > side & UpDn > +camera,null
null,CA,null,SQ > //,eyebrow movement,+camera > side & UpDn,null
null,CA,null,//,eyebrow movement,side & UpDn,null
TWIST,null,null,null,eyebrow movement,side & UpDn,TILT
TWIST,CA,null,//,eyebrow movement,side & UpDn > +camera,null
null,CA,null,//,eyebrow movement,+camera > side & UpDn > +camera,PUSH
null,null,null,//,eyebrow movement,+camera,PUSH
TWIST,null,null,// > SQ > //,eyebrow movement,UpDn > +camera,null
TWIST,null,null,//,eyebrow movement,+camera,TURN
TWIST,CA,null,// > SQ,eyebrow movement,side & UpDn > +camera,TILT > Headnod > TURN
null,CA,null,SQ,eyebrow movement,+camera,null
null,CA,null,SQ > //,eyebrow movement,+camera,PUSH
null,null,null,// > SQ,null,+camera,PUSH
LEAN,null,null,SQ > //,null,+camera,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,SQ > //,null,UpDn > side & UpDn > +camera > side,TILT > TURN
LEAN,null,null,WD,null,side,TURN
LEAN,null,null,WD > //,null,side,TURN
LEAN,null,null,//,null,side,TURN
LEAN,null,null,// > WD,null,side & UpDn,TURN
null,null,null,WD,null,side & UpDn,null
null,CA,null,WD,null,side & UpDn,Headnod > TURN
null,null,null,WD,null,side & UpDn,TURN
null,null,null,// > WD,null,side & UpDn,TURN
null,null,null,WD > //,null,side & UpDn > side,TURN
null,null,null,SQ,eyebrow movement,side,null
null,null,null,SQ > //,eyebrow movement,side,PUSH
null,null,null,//,eyebrow movement,+camera > side,PUSH
LEAN,null,null,// > CLOSED,null,side,Headnod
null,null,null,CLOSED,null,null,Headnod
null,null,null,CLOSED,null,+camera,Headnod
null,null,null,WD,null,+camera,Headnod
null,null,null,WD > //,null,+camera,null
null,null,null,//,null,+camera,null
null,null,null,CLOSED,null,+camera,null
null,null,null,WD,null,+camera,null
LEAN,null,null,WD,null,+camera,null
LEAN,null,null,WD,null,side,TURN
LEAN,null,null,WD,null,side,TURN
TWIST,null,null,WD > //,null,side,TURN
TWIST,null,null,WD,null,+camera,TURN
TWIST,null,null,WD,null,+camera,null
null,null,null,WD > //,null,+camera,null
null,null,null,CLOSED,null,UpDn > side,Headnod
null,null,null,CLOSED,eyebrow movement,side,TILT
null,null,null,null,eyebrow movement,side > +camera,null
null,null,null,CLOSED,null,null,null
null,null,null,CLOSED,null,+camera,null
SHOULDERS,null,null,//,null,+camera,TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn > +nd,TURN > TILT
null,CA,null,SQ,eyebrow movement,+nd,TURN
null,CA,null,SQ,eyebrow movement,+nd > +camera,TURN
null,CA,null,SQ,eyebrow movement,+camera > side & UpDn,TURN
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,null,null,SQ,eyebrow movement,side & UpDn > side,TURN
null,null,null,SQ,eyebrow movement,UpDn,null
null,null,null,SQ,eyebrow movement,side & UpDn,PUSH
LEAN,null,null,SQ,eyebrow movement,+camera,null
LEAN,null,null,SQ,eyebrow movement,+camera,null
null,null,null,SQ > //,eyebrow movement,+hands,TURN
null,null,null,null,null,+hands,TURN
null,null,null,null,null,+hands,TURN
null,null,null,null,null,UpDn,null
null,null,null,null,null,+camera,null
null,null,null,null,null,+camera,TURN
null,null,null,null,null,side & UpDn,TURN
null,null,null,null,eyebrow movement,side & UpDn,TURN
null,null,null,//,eyebrow movement,side & UpDn > +camera,PUSH
null,null,null,// > SQ,eyebrow movement,side & UpDn > +camera,null
null,null,null,null,null,+hands,TILT
TWIST,CA,null,null,null,+hands,TILT
TWIST,null,null,//,null,+camera,null
null,null,null,//,null,+camera,null
null,null,null,//,null,+camera,TURN
null,null,null,null,null,+camera,TURN > TILT
null,null,null,//,null,side & UpDn,TILT
null,null,null,// > CLOSED,null,side & UpDn,TILT
null,null,null,CLOSED,eyebrow movement,side & UpDn,TILT
SHOULDERS,CA,null,CLOSED,eyebrow movement,side & UpDn,Headshake
LEAN,null,null,CLOSED,eyebrow movement,side & UpDn,PUSH
LEAN,null,null,null,eyebrow movement,side & UpDn,PUSH
null,null,null,//,null,side > +camera,Headnod
null,null,null,//,null,null,null
null,null,null,CLOSED,null,side,null
null,null,null,CLOSED,null,null,TILT
null,null,null,CLOSED,null,side & UpDn,TILT
TWIST,null,null,SQ > //,null,+camera,TILT & TURN
TWIST,null,null,//,null,+camera,TURN
TWIST,null,null,SQ,eyebrow movement,null,TURN
TWIST,null,null,SQ,eyebrow movement,null,TURN
TWIST,null,null,SQ,eyebrow movement,null,Headshake
TWIST,null,null,CLOSED,null,null,Headshake
TWIST,null,null,//,null,+interlocutor2,Headshake
TWIST,null,null,null,null,+interlocutor2,Headshake
TWIST,null,null,null,null,+interlocutor2,Headshake
TWIST,null,null,null,null,+interlocutor2,Headshake > Headnod
TWIST,null,null,//,null,+interlocutor2,Headnod
TWIST,null,null,null,null,+interlocutor2,null
TWIST,null,null,//,null,+interlocutor2,TILT
TWIST,null,null,//,null,+interlocutor2,Headshake
TWIST,null,null,//,null,+interlocutor2,Headshake > Headnod
TWIST,null,null,//,null,+interlocutor2,Headnod
null,null,null,// > CLOSED,null,+interlocutor2,null
null,null,null,CLOSED,eyebrow movement,null,null
null,null,null,CLOSED > SQ,eyebrow movement,+camera > side & UpDn,null
LEAN,CA,null,SQ,eyebrow movement,side & UpDn > +interlocutor1,TURN
LEAN,CA,null,SQ,eyebrow movement,+interlocutor1,TURN
LEAN,null,null,SQ,eyebrow movement,+interlocutor1 > side & UpDn,TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn > +interlocutor1,TURN
LEAN,CA,null,SQ > // > SQ,eyebrow movement,+interlocutor1,null
LEAN,CA,null,SQ,eyebrow movement,+interlocutor1,PUSH
LEAN,null,null,SQ,eyebrow movement,+interlocutor1,PUSH
LEAN,null,null,SQ,eyebrow movement,side,Headnod
LEAN,null,null,SQ > //,eyebrow movement,side,Headnod
null,null,null,//,null,UpDn,PUSH
null,null,null,null,null,UpDn,Headnod
null,null,null,//,null,side,Headnod
null,null,null,//,eyebrow movement,side,null
null,null,null,//,eyebrow movement,side,null
null,null,null,//,null,side > +camera,PUSH
LEAN,CA,null,// > SQ,eyebrow movement,+camera > side & UpDn,PUSH > Headshake & TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,SQ,eyebrow movement,side,null
LEAN,CA,null,SQ,eyebrow movement,side,null
LEAN,CA,null,SQ,eyebrow movement,+interlocutor1,TURN
LEAN,CA,null,SQ,eyebrow movement,+interlocutor1,TURN
null,CA,null,SQ,eyebrow movement,+interlocutor1,TURN
null,CA,null,SQ,eyebrow movement,+interlocutor1,TURN
null,CA,null,SQ,eyebrow movement,+interlocutor1,TURN
null,CA,null,SQ,eyebrow movement,+interlocutor1,TURN
LEAN,CA,null,SQ > //,eyebrow movement,+interlocutor1,TURN > PUSH
LEAN,null,null,//,null,+interlocutor2,PUSH
null,null,null,null,null,+interlocutor2,PUSH
null,null,null,//,null,+interlocutor2,null
null,null,null,null,null,+interlocutor2 > UpDn,null
SHOULDERS,null,null,//,eyebrow movement,UpDn > side,null
SHOULDERS,null,null,null,eyebrow movement,side,Headshake
SHOULDERS,null,null,//,eyebrow movement,side,Headshake
SHOULDERS,null,null,null,eyebrow movement,+hands > +interlocutor2,null
SHOULDERS,null,null,null,eyebrow movement,+interlocutor2 > +hands,null
null,null,null,null,null,+hands > +interlocutor2,null
LEAN,null,null,null,null,+interlocutor2,PUSH > Headnod > TILT
null,null,null,SQ > //,eyebrow movement,+interlocutor2,TILT
null,null,null,SQ,eyebrow movement,side & UpDn,TURN
null,null,null,SQ,eyebrow movement,side & UpDn,TURN
null,null,null,//,null,side & UpDn > +interlocutor2,null
null,null,null,null,null,+interlocutor2,null
null,null,null,null,null,+interlocutor2,null
null,null,null,null,null,+interlocutor2,null
null,null,null,null,null,+interlocutor2,null
null,null,null,null,eyebrow movement,side & UpDn,Headnod
LEAN,null,null,// > SQ,eyebrow movement,UpDn > +interlocutor2,Headnod
LEAN,null,null,SQ > // > //,eyebrow movement,+interlocutor2 > +camera > side & UpDn,Headnod
null,null,null,null,null,side & UpDn,TILT
null,null,null,null,null,side & UpDn,Headshake
null,null,null,null,null,side & UpDn,null
null,null,null,//,eyebrow movement,side & UpDn,TILT
null,null,null,//,null,side,null
null,null,null,//,null,+camera,null
SHOULDERS,null,null,SQ,null,+camera,Headnod
SHOULDERS,null,null,SQ > //,null,+camera > UpDn,Headnod
null,null,null,null,null,UpDn > +camera,Headnod
null,null,null,//,null,+camera > side & UpDn,TILT
null,null,null,null,null,side & UpDn,TILT > TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,//,null,side & UpDn,Headnod
LEAN,null,null,//,null,side & UpDn,TILT
null,null,null,null,null,side & UpDn,TILT
LEAN,null,null,//,null,side & UpDn,TILT
LEAN,null,null,//,null,side & UpDn,TILT
LEAN,null,null,//,null,side,Headnod
null,null,null,//,null,side & UpDn,Headnod
null,null,null,null,null,side & UpDn,TILT
null,null,null,null,null,side & UpDn,TILT
null,null,null,null,null,side & UpDn,TURN
null,null,null,//,null,side,TILT
null,null,null,//,null,side,TILT
LEAN,null,null,null,null,side,TILT
LEAN,CA,null,//,null,side & UpDn,TILT > TURN
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT > PUSH
null,null,null,null,null,UpDn,TILT
SHOULDERS,null,null,null,null,UpDn,TILT
SHOULDERS,null,null,null,null,UpDn,TILT
null,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,CA,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,CA,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
TWIST,CA,null,null,null,UpDn,TILT
TWIST,null,null,null,null,UpDn,Headnod
LEAN,CA,null,//,null,UpDn,TILT
LEAN,null,null,// > CLOSED,null,side,TURN
LEAN,null,null,CLOSED,null,UpDn,TILT
null,null,null,CLOSED,null,UpDn,TILT
LEAN,null,null,//,null,UpDn,Headnod
null,null,null,//,null,UpDn > side & UpDn,TURN
LEAN,null,null,CLOSED,null,side & UpDn,TURN
LEAN,CA,null,CLOSED,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT
null,null,null,null,null,UpDn,TILT
TWIST,CA,null,WD,eyebrow movement,UpDn > side,TILT > TURN
TWIST,CA,null,WD,eyebrow movement,side,TURN
SHOULDERTWIST,CA,null,WD,eyebrow movement,UpDn,TURN
SHOULDERS,CA,cheek movement,//,null,UpDn,TILT
null,null,cheek movement,//,null,UpDn,TILT
null,null,cheek movement,null,null,UpDn,TILT
null,null,cheek movement,null,null,UpDn,TILT
LEAN,null,cheek movement,null,null,UpDn,TILT
LEAN,null,null,WD,eyebrow movement,side,TILT > TURN > TILT
LEAN,null,null,WD,eyebrow movement,side,TILT
LEAN,null,null,null,null,side,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,side > UpDn,TILT > TURN
LEAN,null,null,//,null,side > UpDn,TURN
null,null,null,//,null,UpDn,TURN
SHOULDERS,null,null,//,null,UpDn,TURN
SHOULDERS,null,null,//,null,UpDn,TURN
SHOULDERS,null,null,//,null,UpDn > side,TURN
LEAN,CA,null,// > WD,eyebrow movement,side & UpDn,TURN > TILT > TURN
LEAN,CA,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,WD,eyebrow movement,side & UpDn,TURN
LEANTWIST,CA,null,WD,eyebrow movement,side & UpDn,TURN
TWIST,CA,null,WD,eyebrow movement,side & UpDn,TURN & PUSH
LEANTWIST,CA,null,WD,eyebrow movement,side & UpDn,TURN & PUSH
LEAN,CA,null,WD,eyebrow movement,side & UpDn,TURN & PUSH
LEAN,CA,null,WD,eyebrow movement,side & UpDn,TURN & PUSH
LEAN,null,null,WD,eyebrow movement,side & UpDn,Headnod & TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,WD,eyebrow movement,side & UpDn,PUSH
LEAN,CA,null,WD,null,side & UpDn,PUSH > TILT
LEAN,CA,null,WD,null,side & UpDn,TILT
LEAN,CA,null,WD,null,side & UpDn,TILT
LEANTWIST,CA,null,WD,null,side & UpDn,TILT & PUSH > TURN
TWIST,null,null,WD,eyebrow movement,side & UpDn,TURN
TWIST,null,null,WD,eyebrow movement,side & UpDn,TURN
TWIST,CA,null,WD,eyebrow movement,side & UpDn,PUSH
TWIST,CA,null,WD,eyebrow movement,side & UpDn,PUSH
TWIST,null,null,WD,eyebrow movement,side & UpDn,PUSH > TURN
TWIST,CA,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,WD,eyebrow movement,side,TURN
LEAN,CA,null,WD,eyebrow movement,side > UpDn,TURN > Headshake
LEAN,CA,null,WD,eyebrow movement,UpDn > side & UpDn,Headshake > TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,null,null,WD,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,PUSH
LEAN,CA,cheek movement,null,eyebrow movement,side & UpDn,PUSH
null,CA,cheek movement,null,eyebrow movement,side & UpDn,TURN
null,null,null,//,eyebrow movement,side & UpDn,Headshake
LEAN,CA,null,//,eyebrow movement,side & UpDn,null
LEAN,CA,null,//,eyebrow movement,side & UpDn,TILT
LEAN,CA,null,null,null,side & UpDn,TILT
LEAN,CA,null,null,null,side & UpDn,TILT
LEAN,CA,null,null,eyebrow movement,side,Headshake
LEAN,CA,null,SQ,eyebrow movement,side,TILT
TWIST,CA,null,SQ,eyebrow movement,side & UpDn,TURN
TWIST,null,null,SQ,eyebrow movement,side & UpDn,TURN
TWIST,null,null,SQ,eyebrow movement,side & UpDn,TURN
TWIST,null,null,SQ,eyebrow movement,side & UpDn,TURN
TWIST,null,null,SQ,eyebrow movement,side & UpDn,TURN
LEANTWIST,CA,null,SQ,eyebrow movement,side & UpDn,TURN > Headshake
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side > UpDn,TURN > TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT > PUSH
LEAN,CA,null,WD,eyebrow movement,UpDn > side & UpDn,PUSH > TURN
LEAN,CA,null,WD > SQ,eyebrow movement,side & UpDn > side,TURN > TILT
LEAN,CA,null,SQ > //,eyebrow movement,UpDn,TILT
LEAN,null,null,//,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
LEAN,null,null,null,null,UpDn,TILT
null,null,null,null,null,UpDn,null
LEAN,null,null,//,eyebrow movement,UpDn,PUSH
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN > TILT
TWIST,CA,null,null,eyebrow movement,side & UpDn,TURN
TWIST,CA,null,null,eyebrow movement,side & UpDn,TURN
TWIST,CA,null,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,null,eyebrow movement,side & UpDn,TURN
SHOULDERS,null,null,null,eyebrow movement,side & UpDn,TURN
SHOULDERS,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,null,eyebrow movement,side & UpDn,TURN
TWIST,CA,null,null,eyebrow movement,side & UpDn,TURN
TWIST,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN
LEANTWIST,CA,null,null,null,side & UpDn,TURN
LEAN,CA,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
TWIST,null,cheek movement,null,null,side & UpDn,TURN
LEANTWIST,CA,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TILT
SHOULDERLEAN,CA,null,SQ,eyebrow movement,side & UpDn,TILT
SHOULDERS,CA,null,SQ,eyebrow movement,side & UpDn,TILT
TWIST,CA,null,SQ,eyebrow movement,side & UpDn,TILT
TWIST,null,null,null,null,side & UpDn,TILT
TWIST,null,null,//,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEANTWIST,null,null,null,null,side & UpDn,TURN
TWIST,CA,null,null,null,side & UpDn,TURN
TWIST,null,null,null,null,side & UpDn,TURN & TILT
TWIST,null,null,null,null,side & UpDn,TURN & TILT
SHOULDERS,null,null,null,null,side & UpDn,TURN & TILT
LEAN,null,null,null,null,side & UpDn,TURN & TILT
LEAN,null,null,null,null,side & UpDn,TURN & TILT
LEAN,null,null,null,null,side & UpDn,TURN & TILT
LEAN,null,cheek movement,null,null,side & UpDn,TILT > Headshake
LEAN,null,cheek movement,null,null,side & UpDn,TILT
LEAN,null,null,null,null,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,Headshake
LEAN,null,null,null,null,UpDn > side,Headshake
TWIST,CA,null,null,eyebrow movement,side,TURN
SHOULDERS,null,null,CLOSED,eyebrow movement,side & UpDn,TURN
SHOULDERS,null,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN > TILT
TWIST,null,null,SQ,eyebrow movement,side & UpDn,Headnod > TURN
TWIST,null,null,null,eyebrow movement,side & UpDn,TWIST
TWIST,null,null,null,eyebrow movement,side & UpDn,TWIST
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,null,eyebrow movement,side & UpDn,TURN
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
SHOULDERS,null,null,null,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
TWIST,null,null,null,eyebrow movement,side & UpDn,TILT
TWIST,CA,null,null,eyebrow movement,side & UpDn,TILT
LEAN,CA,null,null,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn,TILT
SHOULDERS,CA,null,SQ,eyebrow movement,UpDn,null
SHOULDERLEAN,CA,null,SQ,eyebrow movement,UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT
LEAN,null,null,null,eyebrow movement,UpDn,TILT
SHOULDERS,null,null,null,eyebrow movement,+hands,TILT
SHOULDERS,null,null,SQ,eyebrow movement,+hands,TILT
LEAN,CA,null,SQ,eyebrow movement,+hands,PUSH
LEAN,CA,null,SQ,eyebrow movement,+hands,PUSH
LEAN,null,null,SQ,eyebrow movement,side & UpDn,PUSH
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TURN > Headnod
LEAN,null,null,null,null,side & UpDn,Headnod
LEANTWIST,null,null,null,null,side & UpDn,Headnod > TURN
TWIST,null,null,null,null,side & UpDn > +camera,TURN
LEAN,null,null,WD,eyebrow movement,+camera > side,TILT
LEAN,null,null,WD,eyebrow movement,side,TILT
null,null,null,WD,eyebrow movement,side,TILT
LEAN,null,null,WD,null,side,TILT
LEAN,null,null,WD,null,side,TILT
LEAN,CA,null,WD,null,side & UpDn,TILT > TURN
LEAN,null,null,WD,null,side & UpDn,TURN > TILT
LEAN,CA,null,WD,null,side & UpDn,TILT
LEAN,CA,null,WD,null,side & UpDn,TILT > TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
LEAN,null,null,null,null,side & UpDn,TURN
null,null,null,null,null,side & UpDn,TURN
null,null,null,SQ,eyebrow movement,side & UpDn,TURN
SHOULDERLEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN > TILT
LEAN,null,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,null,null,null,eyebrow movement,side & UpDn > side,TURN
LEAN,null,null,null,eyebrow movement,side,null
null,CA,null,null,eyebrow movement,side,null
null,CA,null,null,eyebrow movement,side,null
null,CA,null,null,eyebrow movement,side,null
null,null,null,null,eyebrow movement,side > UpDn,TURN
null,CA,null,null,eyebrow movement,UpDn > side,TURN
TWIST,CA,null,null,eyebrow movement,side & UpDn,TURN
TWIST,null,null,SQ,eyebrow movement,side & UpDn,TURN > TILT > TURN
null,null,null,SQ,eyebrow movement,side & UpDn,TURN
null,null,null,SQ,eyebrow movement,side & UpDn,TURN > TILT
null,CA,null,SQ,eyebrow movement,side & UpDn,TILT
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN > Headnod
LEAN,null,null,null,null,side & UpDn,null
TWIST,null,null,null,null,side & UpDn,Headnod
TWIST,null,null,null,null,side & UpDn > side,Headnod
TWIST,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,null,null,side,TURN
LEAN,null,null,SQ,eyebrow movement,side,TURN
LEAN,CA,null,SQ,eyebrow movement,side,TURN
LEAN,CA,null,SQ,eyebrow movement,side,TURN
null,CA,null,SQ,eyebrow movement,side,TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn,TURN
LEAN,CA,null,SQ,eyebrow movement,side & UpDn > side,TURN
