Body_Movement,CA,Cheeks,Eye_Aperture,Eyebrows,Eyegaze,Head_Movement
null,null,null,null,Furrowed,+sl,TURN+sl
null,CD:JOB SUPERVISOR,null,null,Furrowed,+sl,null
null,CD:JOB SUPERVISOR,null,null,Furrowed,+sl,null
null,null,null,//,Furrowed,+sl,Headnod
null,null,null,null,Furrowed,+sl,TURN+sr
LEAN+sl,CA:MAN,null,null,Furrowed,+sl,TURN+sl > PUSH+forward
null,CA:MAN,null,null,Furrowed,+sl,TILT+forward
LEAN+backward,CA:MAN,null,SQ+,Furrowed,+sl,null
null,null,null,null,Furrowed,+sl,TURN+sl
null,null,null,SQ,Furrowed,+sl,TILT+sr
LEAN+sr,CA:PEOPLE IN CAR,null,null,Furrowed,+sl,TILT+sr
LEAN+sr,CA:PEOPLE IN CAR,null,null,Furrowed,+sl,TILT+sr
LEAN+sr,CA:PEOPLE IN CAR,null,null,Furrowed,+sl,TILT+sr
LEAN+backward,CA:MAN,null,null,Furrowed,+sl,TILT+forward
null,CA:MAN,null,null,Furrowed,+sl,TURN+sl
null,CA:MAN,null,null,Furrowed,+sl,TURN+sl
null,CA:MAN,null,null,Furrowed,+sl,Headshake
null,null,null,null,Furrowed,+sl,TILT+sr
null,CA:CAR,null,null,Furrowed,+sl,Headshake
null,CA:CAR,null,null,Furrowed,+sl,Headshake
null,null,null,null,Furrowed,+sl,Headnod
null,CA:MAN,null,null,Furrowed,+sl,Headnod
null,CA:MAN,null,null,Furrowed,+sl,TURN+sl > TILT+forward
null,CA:MAN,null,null,Furrowed,+sl,TURN+sl
null,CA:MAN,null,null,Furrowed,+sl,TURN+sl
null,null,null,null,Furrowed,+sl,TURN+sl
null,null,null,null,Furrowed,+sl,TURN+sl > TILT+forward
LEAN+sl,CA:MAN,null,null,Furrowed,+sl,TURN+sl
LEAN+sl > LEAN+sr > LEAN+sl,CA:MAN,null,null,Furrowed,+sl,TURN+sl
LEAN+sl,null,null,null,Furrowed,+sl,null
LEAN+sl,null,null,null,Furrowed,+sl,null
LEAN+sl,null,null,null,Furrowed,+sl,null
null,null,null,null,Furrowed,+sl,TURN+sl
null,null,null,//,Furrowed,+sl,TILT+forward
null,null,null,// > SQ,Furrowed,+sl,TILT+sl
SHOULDERS+hunched,null,null,// > SQ,Furrowed,+sl,PUSH+backward
LEAN+forward,CA:HELEN,null,SQ,Furrowed,+sl,TURN+sr
LEAN+forward,CA:HELEN,null,SQ,Furrowed,+sl,PUSH+forward
SHOULDERS+hunched,CA:HELEN,null,SQ,Furrowed,+sl,PUSH+forward
TWIST+sl,CA:HELEN,null,// > SQ,Furrowed,+sl,TILT+sr
TWIST+sl,CA:HELEN,null,SQ,Furrowed,+sl,TILT+sr
TWIST+sl,CD:HELEN,null,SQ,Furrowed,+sl,TILT+forward
null,CA:BOY,null,SQ+,Furrowed,+sl,TURN+sl
LEAN+sl,null,null,SQ,Furrowed,+sl,TURN+sl
LEAN+backward,null,null,//,Furrowed,+sl,TURN+sl
LEAN+sl,CA:BOY,null,WD,Furrowed,+sl,TURN+sl
LEAN+forward,CA:BOY,null,null,Furrowed,+sl,Headshake
LEAN+forward,CA:BOY,null,SQ,Furrowed,+sl,TILT+forward
LEAN+sr,null,null,null,Furrowed,+sl,null
null,CA:BOY,null,null,Furrowed,+sl,null
null,CA:BOY,null,null,Furrowed,+sl,null
null,CA:BOY,null,null,Furrowed,+sl,null
LEAN+backward > LEAN+sl,null,null,SQ,Furrowed,+sl,TURN+sl
LEAN+sl,CA:BOY,null,SQ,Furrowed,+sl,TURN+sl
LEAN+sl,CA:BOY,null,SQ,Furrowed,+sl,TURN+sl
null,CA:BOY,null,SQ,Furrowed,+sl,TURN+sl
SHOULDERS+hunched,null,null,null,Furrowed,+sl,TURN+sl & Headshake
LEAN+backward,CA:BOY,null,null,Furrowed,+sl,TURN+sl
LEAN+sl,CA:BOY,null,null,Furrowed,+sl,PUSH+forward & TILT+sr
LEAN+sl,CA:BOY,null,null,Furrowed,+sl,TILT+sr
LEAN+sl > TWIST+sl,CA:BOY,null,null,Furrowed,+sl,TURN+sl > TILT+sr
TWIST+sl,null,null,null,Furrowed,+sl,TILT+sr & TURN+sl
TWIST+sl,null,null,null,Furrowed,+sl,TILT+sr & TURN+sl
TWIST+sl,CA:BOY,null,null,Furrowed,+sl,TURN+sl
LEAN+sl,null,null,SQ,Furrowed,+sl,TILT+sl > TURN+sl
null,CA:MAN,null,null,Furrowed,+nd > +sr & +dn,TILT+forward
null,null,null,SQ,Furrowed,+nd > +interlocutor1,TILT+forward
null,null,null,WD,Furrowed,+nd > +interlocutor1,TILT+forward
LEAN+forward > LEAN+sl,CA:BOY,null,SQ,Furrowed,+nd > +dn,TURN+sr
null,CA:WOMAN,null,SQ+,Furrowed,+nd > +camera,TURN+sr
LEAN+forward,CA:BOY,null,SQ+,Furrowed,+nd,TILT+sr
null,CA:MAN,null,SQ,Furrowed,+nd,TILT+forward
null,CA:MAN,null,null,Furrowed,+nd,TILT+forward
null,CA:WOMAN,null,SQ+,Furrowed,+nd,TURN+sr
TWIST+sl,CA:BOY,null,null,Furrowed,+nd,TURN+sl
null,CA:BOY,null,//,Furrowed,+interlocutor1 > +sr > +interlocutor1,TURN+sr
null,CD:BOY,null,//,Furrowed,+interlocutor1 > +sr > +interlocutor1,TURN+sr
null,CA:FROG,null,null,Furrowed,+interlocutor1 > +sr & +up > +interlocutor1,TURN+sr
LEAN+sl,null,null,SQ+,Furrowed,+interlocutor1 > +sr & +up,TURN+sr
LEAN+sl,CA:BOY,null,SQ,Furrowed,+interlocutor1 > +sr & +dn,TURN+sr
TWIST+sr,CA:DOG,null,SQ,Furrowed,+interlocutor1 > +sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,Furrowed,+interlocutor1 > +sr & +dn,TURN+sr
null,CA:BOY,null,null,Furrowed,+interlocutor1 > +sr,null
null,CA:BOY,null,SQ,Furrowed,+interlocutor1 > +sr,null
null,CA:BOY,null,SQ,Furrowed,+interlocutor1 > +sl > +interlocutor1,TILT+sr
null,CA:BOY,null,SQ+,Furrowed,+interlocutor1 > +hands,TILT+sl > TILT+forward > TURN+sl
null,null,null,//,Furrowed,+interlocutor1 > +hands,PUSH+forward
LEAN+forward,CA:BOY,null,SQ,Furrowed,+interlocutor1 > +hands,PUSH+forward
LEAN+forward,null,null,SQ,Furrowed,+interlocutor1 > +dn,PUSH+forward
null,null,null,null,Furrowed,+interlocutor1 > +dn,null
LEAN+forward,CA:BOY,null,SQ,Furrowed,+interlocutor1 > +dh > +interlocutor1 > +dn,PUSH+forward
null,null,null,SQ,Furrowed,+interlocutor1 > +dh,null
null,null,null,SQ,Furrowed,+interlocutor1,TURN+sr
null,null,null,SQ,Furrowed,+interlocutor1,TURN+sr
null,null,null,null,Furrowed,+interlocutor1,null
null,null,null,SQ,Furrowed,+interlocutor1,PUSH+forward
LEAN+sr,null,null,null,Furrowed,+interlocutor1,TURN+sr
LEAN+sr,CA:ENGLISH MAN,null,null,Furrowed,+interlocutor1,TURN+sr
null,null,null,SQ,Furrowed,+interlocutor1,null
null,null,null,SQ,Furrowed,+interlocutor1,null
null,null,null,WD,Furrowed,+interlocutor1,TURN+sr
null,null,null,WD,Furrowed,+interlocutor1,TURN+sr
null,CA:BOY,null,SQ,Furrowed,+interlocutor1,TURN+sr > TILT+forward
null,CA:BOY,null,// > SQ,Furrowed,+interlocutor1,null
null,CA:DOG,null,// > SQ,Furrowed,+interlocutor1,TILT+backward
null,null,null,null,Furrowed,+interlocutor1,TILT+forward
null,null,null,null,Furrowed,+interlocutor1,PUSH+forward
LEAN+forward,null,null,null,Furrowed,+interlocutor1,PUSH+forward
LEAN+forward,CA:PIG,null,WD,Furrowed,+interlocutor1,PUSH+forward
LEAN+sl,CA:BOY,null,CLOSED,Furrowed,+interlocutor1,TILT+sl
null,CA:BOY,null,SQ,Furrowed,+interlocutor1,TILT+forward
LEAN+backward,CA:BOY,null,SQ+ > CLOSED,Furrowed,+interlocutor1,PUSH+backward
LEAN+sl,CA:BOY,null,SQ,Furrowed,+interlocutor1,TILT+sr > TILT+backward
LEAN+sl,CA:BOY,null,SQ,Furrowed,+interlocutor1,TILT+backward
LEAN+forward,CA:BOY,null,//,Furrowed,+interlocutor1,TILT+sr
null,CA:DEER,null,//,Furrowed,+interlocutor1,TILT+forward
LEAN+sl,CA:BOY,null,null,Furrowed,+interlocutor1,TURN+sr & PUSH+forward
LEAN+sl,CA:BOY,null,SQ,Furrowed,+interlocutor1,null
LEAN+sl,null,null,// > SQ,Furrowed,+interlocutor1,TILT+forward
LEAN+sl,null,null,SQ,Furrowed,+interlocutor1,TURN+sl
LEAN+sl,null,null,SQ,Furrowed,+interlocutor1,null
LEAN+forward,null,null,SQ,Furrowed,+interlocutor1,null
TWIST+sr,null,null,SQ+,Furrowed,+interlocutor1,TURN+sr
null,null,null,CLOSED,Furrowed,+interlocutor1,Headnod
TWIST+sr,null,null,CLOSED,Furrowed,+interlocutor1,Headnod
null,null,null,null,Furrowed,+interlocutor1,TURN+sr
null,null,null,//,Furrowed,+interlocutor1,TURN+sr
null,null,null,//,Furrowed,+interlocutor1,TURN+sr
LEAN+sl,CA:INSPECTOR,null,SQ+,Furrowed,+interlocutor1,TURN+sr
LEAN+sl,CA:WOMAN,null,SQ+ > // > SQ+,Furrowed,+interlocutor1,null
LEAN+sl,CA:WOMAN,null,SQ+,Furrowed,+interlocutor1,PUSH+backward
LEAN+sl,null,null,SQ+,Furrowed,+interlocutor1,PUSH+backward
LEAN+backward,CA:SUPERVISOR,null,SQ+,Furrowed,+interlocutor1,TURN+sl
LEAN+backward,CA:SUPERVISOR,null,SQ+,Furrowed,+interlocutor1,TURN+sl
null,CA:SUPERVISOR,null,SQ+,Furrowed,+interlocutor1,TURN+sl
null,CA:SUPERVISOR,null,SQ+,Furrowed,+interlocutor1,TURN+sl
null,CA:SUPERVISOR,null,SQ+,Furrowed,+interlocutor1,TURN+sl
null,CA:SUPERVISOR,null,SQ+,Furrowed,+interlocutor1,TURN+sl
LEAN+forward,CA:SUPERVISOR,null,SQ+ > //,Furrowed,+interlocutor1,TURN+sl > PUSH+forward
null,CA:MAN,null,null,Furrowed,+hands > +sl,TILT+forward > TURN+sl
null,null,null,null,Furrowed,+hands > +interlocutor1,null
null,null,null,SQ+,Furrowed,+hands > +camera,TILT+backward
null,null,null,SQ+,Furrowed,+hands > +camera,TILT+backward
TWIST+sl,CA:BEES,null,SQ+,Furrowed,+hands > +camera,TURN+sl
LEAN+forward,null,null,SQ+,Furrowed,+hands,null
LEAN+forward,null,null,SQ+,Furrowed,+hands,null
SHOULDERS+hunched,CA:WOMAN,null,SQ,Furrowed,+hands,TILT+forward
SHOULDERS+hunched,null,null,SQ,Furrowed,+hands,TILT+forward
TWIST+sl,null,2 x Puffed,SQ,Furrowed,+hands,TILT+forward
SHOULDERS+hunched,null,null,SQ,Furrowed,+hands,TURN+sl
null,null,null,null,Furrowed,+hands,TILT+forward
LEAN+forward,null,null,null,Furrowed,+hands,null
LEAN+forward,null,null,null,Furrowed,+hands,null
null,CA:MAN,null,null,Furrowed,+hands,TILT+forward
LEAN+sr,CA:POLICE,null,//,Furrowed,+hands,TILT+forward
null,null,null,null,Furrowed,+hands,TILT+forward
SHOULDERS+hunched,null,null,null,Furrowed,+hands,TILT+forward
SHOULDERS+hunched,null,null,SQ,Furrowed,+hands,TILT+forward
LEAN+forward,CA:BOY,null,SQ,Furrowed,+hands,PUSH+forward
LEAN+forward,CA:BOY,null,SQ,Furrowed,+hands,PUSH+forward
null,null,null,null,Furrowed,+dn > +sr,TURN+sr
null,null,null,SQ,Furrowed,+dn > +sr,TILT+forward > TURN+sr
LEAN+sl,CA:BOY,null,SQ > //,Furrowed,+dn > +sr,TURN+sr
TWIST+sl > LEAN+sr,CA:BOY,null,WD,Furrowed,+dn > +sr,TURN+sl > TURN+sr
LEAN+sr > LEAN+forward,CA:BOY,2 x Puffed,null,Furrowed,+dn > +sl > +sr & +dn > +sl,TURN+sr > TILT+sr > TILT+forward > Headnod
LEAN+forward,CA:DOG,null,WD,Furrowed,+dn > +sl & +up,PUSH+forward > TURN+sl
LEAN+forward,CA:DOG,null,SQ,Furrowed,+dn > +sl & +dn > +sr & +dn > +interlocutor1,PUSH+forward > TURN+sl > PUSH+forward
LEAN+forward,CA:BOY,null,WD,Furrowed,+dn > +sl & +dn,Headshake > TURN+sl
null,null,null,null,Furrowed,+dn > +sl,TILT+forward
null,CA:MAN,null,null,Furrowed,+dn > +sl,TILT+forward > TURN+sl
null,CA:BOY,null,null,Furrowed,+dn > +sl,TURN+sr > TURN+sl
LEAN+backward,CA:BOY,null,null,Furrowed,+dn > +sl,TURN+sl
LEAN+forward,CA:BOY,null,null,Furrowed,+dn > +sl,PUSH+forward
LEAN+forward,CA:DOG,null,SQ > //,Furrowed,+dn > +interlocutor1 > +sl & +dn,PUSH+forward
null,CA:BOY,null,//,Furrowed,+dn > +interlocutor1,TURN+sr
LEAN+forward,CA:BOY,null,//,Furrowed,+dn > +interlocutor1,TILT+sr > PUSH+forward
LEAN+sl,null,null,SQ,Furrowed,+dn > +interlocutor1,TILT+forward
LEAN+forward,CA:DOG,null,SQ,Furrowed,+dn > +interlocutor1,TILT+forward
SHOULDERS+hunched,null,null,SQ+ > //,Furrowed,+dn > +camera,TILT+forward
null,null,null,SQ,Furrowed,+dn > +camera,TILT+sr
TWIST+sr,null,null,// > SQ > //,Furrowed,+dn > +camera,null
LEAN+forward,null,null,SQ,Furrowed,+dn > +camera,TILT+forward
LEAN+sr > LEAN+forward > LEAN+backward,CA:BOY,null,WD,Furrowed,+dn > +camera,PUSH+forward > TILT+backward
LEAN+forward,CA:BOY,null,SQ,Furrowed,+dn,PUSH+forward
SHOULDERS+hunched,null,null,SQ,Furrowed,+dn,TILT+forward
LEAN+sr,CA:BOY ,null,WD,Furrowed,+dn,TILT+forward
LEAN+sr,null,null,WD,Furrowed,+dn,TILT+forward
LEAN+forward,null,null,SQ,Furrowed,+dn,TILT+backward
LEAN+sr,CA:BOY ,null,//,Furrowed,+dn,TILT+sr & TURN+sr
LEAN+forward,null,null,WD > SQ,Furrowed,+dn,TILT+backward > TURN+sl
LEAN+sl,null,null,null,Furrowed,+dn,TURN+sl
null,CA:MAN,null,null,Furrowed,+dn,TURN+sl > TURN+sr
SHOULDERS+hunched,null,null,SQ,Furrowed,+dn,PUSH+forward
null,null,null,null,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,Headshake
null,null,null,null,Furrowed,+dn,TILT+forward
null,null,null,//,Furrowed,+dn,TILT+forward
null,CA:FRIEND,null,null,Furrowed,+dn,TILT+forward
null,CA:FRIEND,null,null,Furrowed,+dn,TILT+forward
null,CA:FRIEND,null,null,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,TILT+forward > TURN+sr
null,CD:MAN,null,null,Furrowed,+dn,TURN+sr
null,CD:MAN,null,null,Furrowed,+dn,TURN+sr > PUSH+forward
null,CD:MAN,null,null,Furrowed,+dn,PUSH+forward
LEAN+forward,null,null,null,Furrowed,+dn,TURN+sr
null,CA:MAN,null,null,Furrowed,+dn,TILT+forward
null,null,null,//,Furrowed,+dn,TILT+forward
null,null,null,SQ,Furrowed,+dn,TILT+sr
null,null,null,SQ,Furrowed,+dn,TILT+sr
null,null,null,SQ,Furrowed,+dn,TILT+sr
null,null,null,SQ,Furrowed,+dn,TILT+sr
LEAN+forward,null,null,null,Furrowed,+dn,TILT+sl
TWIST+sl > TWIST+sr,CA:BROTHER,null,null,Furrowed,+dn, TURN+sl > TURN+sr
LEAN+forward,CA:FATHER,null,SQ+,Furrowed,+dn,PUSH+forward
LEAN+forward,CA:DOG,null,SQ,Furrowed,+dn,PUSH+forward
LEAN+forward,CA:DOG,null,SQ,Furrowed,+dn,TURN+sr & TILT+forward
null,CA:BOY,null,null,Furrowed,+dn,TILT+forward > TURN+sl > TURN+sr
LEAN+forward,CA:BOY,null,null,Furrowed,+dn,PUSH+forward
LEAN+forward,null,null,null,Furrowed,+dn,null
LEAN+forward,CA:BOY,null,null,Furrowed,+dn,PUSH+forward
LEAN+forward,CA:BOY  ,null,CLOSED,Furrowed,+dn,TURN+sr > TILT+backward
null,null,null,SQ+,Furrowed,+dn,null
SHOULDERS+hunched,null,null,SQ,Furrowed,+dn,TILT+forward
SHOULDERS+hunched,null,null,SQ+ > // > SQ+,Furrowed,+dn,TILT+forward
SHOULDERS+hunched & LEAN+sr,CA:WOMAN,null,SQ+,Furrowed,+dn,TILT+forward & TILT+sl
LEAN+sr,null,null,SQ+,Furrowed,+dn,TILT+sl
LEAN+sr & LEAN+forward,null,null,SQ+,Furrowed,+dn,TILT+sl
LEAN+forward > LEAN+backward > LEAN+forward > LEAN+backward,CA:WOMAN,null,SQ+,Furrowed,+dn,TILT+sl & TILT+forward
LEAN+backward & LEAN+sr,null,null,SQ+,Furrowed,+dn,TILT+forward
LEAN+sr,null,null,SQ+,Furrowed,+dn,TILT+forward
LEAN+sr,null,null,SQ+,Furrowed,+dn,TILT+forward
null,null,null,SQ+,Furrowed,+dn,null
LEAN+sl,null,null,null,Furrowed,+dn,TILT+forward
LEAN+sl > LEAN+forward,null,null,null,Furrowed,+dn,TILT+forward > PUSH+forward
LEAN+forward,CA:DOG,null,SQ > //,Furrowed,+dn,TILT+forward
LEAN+forward,null,null,//,Furrowed,+dn,PUSH+forward
LEAN+backward > LEAN+forward,null,null,//,Furrowed,+dn,TILT+forward
null,null,null,null,Furrowed,+dn,TURN+sr
TWIST+sr > LEAN+backward,CA:BOY,null,null,Furrowed,+dn,TURN+sr > TURN+sl
LEAN+sl,CA:BOY,null,null,Furrowed,+dn,TURN+sl
LEAN+sl,CA:BOY,null,null,Furrowed,+dn,TURN+sl
LEAN+forward,CA:BOY,null,null,Furrowed,+dn,PUSH+forward
LEAN+forward,CA:BOY,null,null,Furrowed,+dn,PUSH+forward
LEAN+sl,CA:DOG,null,null,Furrowed,+dn,TILT+forward
LEAN+sl,null,null,null,Furrowed,+dn,TILT+forward
LEAN+sl > LEAN+backward,null,null,//,Furrowed,+dn,Headshake
LEAN+forward,null,null,SQ,Furrowed,+dn,TILT+forward
null,CA:BOY,null,SQ > // > SQ,Furrowed,+dh > +interlocutor1 > +dn,PUSH+forward > TILT+sl
null,null,null,SQ > //,Furrowed,+dh > +interlocutor1,null
null,null,null,//,Furrowed,+dh > +interlocutor1,TILT+forward
TWIST+sr,CA:BOY ,null,SQ+,Furrowed,+dh,TILT+sl
LEAN+sr,null,null,SQ,Furrowed,+dh,TILT+forward
LEAN+sr,null,null,SQ,Furrowed,+dh,TILT+forward > TURN+sr
SHOULDERS+hunched,null,null,SQ+,Furrowed,+camera > +up,null
null,CA:WOMAN,null,SQ+,Furrowed,+camera > +sr & +up,TURN+sr
LEAN+backward,null,null,null,Furrowed,+camera > +sr & +up,TILT+backward
SHOULDERS+hunched,CA:WOMAN,null,SQ+,Furrowed,+camera > +sr & +dn > +camera,null
LEAN+sr,null,null,SQ,Furrowed,+camera > +sr & +dn > +camera,TILT+backward > TURN+sr
null,null,null,// > SQ,Furrowed,+camera > +sr & +dn,Headnod
TWIST+sr,CA:WOMAN,null,SQ > // > SQ,Furrowed,+camera > +sr & +dn,Headnod > Headnod > Headnod > Headnod
null,CA:WOMAN,null,SQ+ > //,Furrowed,+camera > +sr & +dn,null
null,null,null,CLOSED > SQ+,Furrowed,+camera > +sr & +dn,null
LEAN+forward,CA:WOMAN,null,// > SQ+,Furrowed,+camera > +sr & +dn,PUSH+forward > Headshake & TURN+sr
LEAN+forward > LEAN+sl,CA:BOY,null,WD  > //,Furrowed,+camera > +sr & +dn,TILT+sr
null,CA:WOMAN,null,SQ+ > // > SQ,Furrowed,+camera > +sr,TURN+sl
null,CA:WOMAN,null,SQ+,Furrowed,+camera > +sr,Headnod > Headnod > Headnod
TWIST+sl > LEAN+forward,null,null,WD,Furrowed,+camera > +sl & +dn,TURN+sl > TILT+forward
LEAN+sl,CA:BOY,null,SQ > WD,Furrowed,+camera > +sl,TURN+sl
null,null,null,WD,Furrowed,+camera > +sl,TILT+sl > TILT+backward
LEAN+backward,null,null,null,Furrowed,+camera > +dn,TILT+backward
null,null,null,CLOSED > SQ,Furrowed,+camera > +dn,null
SHOULDERS+hunched > LEAN+sr,CA:WOMAN,null,SQ+ > //,Furrowed,+camera > +dn,TILT+sl
LEAN+forward,null,null,null,Furrowed,+camera > +dh,TURN+sl
LEAN+sr,null,null,SQ,Furrowed,+camera > +dh,TILT+sl > TILT+forward
LEAN+forward,CA:BOY,null,SQ,Furrowed,+camera,Headshake
SHOULDERS+hunched,null,null,SQ,Furrowed,+camera,TURN+sr
SHOULDERS+hunched,null,null,SQ,Furrowed,+camera,TURN+sr
LEAN+sr,null,null,WD,Furrowed,+camera,TILT+forward
TWIST+sr,null,null,null,Furrowed,+camera,TILT+sr
TWIST+sr,null,null,null,Furrowed,+camera,TILT+sr
null,null,null,//,Furrowed,+camera,null
TWIST+sl,null,null,null,Furrowed,+camera,TURN+sl
TWIST+sl,null,null,null,Furrowed,+camera,TURN+sl
LEAN+backward,null,null,null,Furrowed,+camera,TILT+backward
LEAN+sl,CA:BOY ,null,null,Furrowed,+camera,PUSH+backward
TWIST+sr,null,null,SQ+,Furrowed,+camera,TILT+sl
LEAN+sl,null,null,SQ+,Furrowed,+camera,TURN+sl
TWIST+sr,CA:DOG,null,WD,Furrowed,+camera,TURN+sr
null,null,null,SQ+,Furrowed,+camera,TILT+backward
LEAN+sl,null,null,//,Furrowed,+camera,TILT+sr
LEAN+sl,null,null,SQ,Furrowed,+camera,TILT+backward > Headnod
null,null,null,null,Furrowed,+camera,TILT+sr > TILT+backward
LEAN+forward,null,null,SQ,Furrowed,+camera,TURN+sl
LEAN+forward,null,null,//,Furrowed,+camera,TILT+forward
null,null,null,SQ,Furrowed,+camera,TURN+sr > TILT+forward
SHOULDERS+hunched,null,null,SQ+ > CLOSED,Furrowed,+camera,TILT+sr
null,null,null,SQ+,Furrowed,+camera,null
null,null,null,SQ,Furrowed,+camera,null
null,null,null,SQ,Furrowed,+camera,null
SHOULDERS+hunched > SHOULDERS+hunched,CA:WOMAN,null,SQ,Furrowed,+camera,null
null,null,null,// > SQ > //,Furrowed,+camera,null
null,null,null,//,Furrowed,+camera,TILT+backward
SHOULDERS+hunched > SHOULDERS+hunched > SHOULDERS+hunched > SHOULDERS+hunched,CA:WOMAN,null,// > SQ+ > // > SQ+,Furrowed,+camera,TILT+backward > Headnod > Headnod > Headnod
null,CA:WOMAN,null,// > SQ+,Furrowed,+camera,Headnod
null,null,null,SQ+ > //,Furrowed,+camera,Headnod > Headnod > Headnod
null,null,null,SQ > //,Furrowed,+camera,null
null,CA:WOMAN,null,SQ+,Furrowed,+camera,null
null,null,null,SQ+ > //,Furrowed,+camera,Headnod > Headnod > Headnod
null,null,null,SQ+,Furrowed,+camera,null
null,null,null,SQ+ > //,Furrowed,+camera,null
LEAN+sl,null,null,SQ+,Furrowed,+camera,null
LEAN+sr,null,null,SQ,Furrowed,+camera,null
TWIST+sr & SHOULDERS+hunched,CA:WOMAN,null,SQ+,Furrowed,+camera,Headnod
SHOULDERS+hunched,null,null,SQ+,Furrowed,+camera,null
null,null,null,//,Furrowed,+camera,PUSH+backward
TWIST+sr,null,null,//,Furrowed,+camera,TURN+sr
null,CA:WOMAN,null,SQ,Furrowed,+camera,null
null,CA:WOMAN,null,SQ > SQ+ > //,Furrowed,+camera,PUSH+backward
null,null,null,SQ,Furrowed,+camera,TILT+sl
LEAN+forward,null,null,SQ,Furrowed,+camera,TURN+sl > TURN+sr
LEAN+forward,null,null,SQ,Furrowed,+camera,TURN+sr
LEAN+forward,null,null,SQ,Furrowed,+camera,TURN+sl > TILT+backward
LEAN+sl,null,null,null,Furrowed,+camera,Headnod
LEAN+sl,null,null,null,Furrowed,+camera,TILT+forward
LEAN+forward,null,null,SQ,Furrowed,+camera,TILT+backward
null,null,null,SQ,Furrowed,+camera,TILT+backward
LEAN+sl,null,null,SQ,Furrowed,+camera,TILT+forward
LEAN+sl,null,null,SQ,Furrowed,+camera,TILT+forward
LEAN+forward,CA:BOY,null,WD,Furrowed,+camera,PUSH+forward > TILT+sr
LEAN+backward,CA:BOY,null,WD,Furrowed,+camera,TILT+backward
LEAN+backward > LEAN+forward,null,null,WD,Furrowed,+camera,PUSH+forward
null,null,null,SQ,Furrowed,+camera,TILT+forward
TWIST+sl,null,null,SQ,Furrowed,+camera,TILT+forward
TWIST+sl > LEAN+sl,CA:DEER,null,SQ,Furrowed,+camera,TILT+sl > TURN+sr
LEAN+sr,null,null,SQ,Furrowed,+camera,TILT+backward
LEAN+sr,null,null,SQ,Furrowed,+camera,TILT+sl
LEAN+sl,null,null,SQ,Furrowed,+camera,TILT+sl
,,,,null,,
